Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),02/12/2019,01/01/2020,03/02/2020,02/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,03/08/2020,01/09/2020,01/10/2020,02/11/2020
ING FP Equity,INGENICO GROUP,9587128320.00,1849.00,Technology,EN Paris,FRANCE,FR,3,178.86,68.87,03/19/2020,09/03/2020,33.64,104.59,108.55,136.30,146.51,99.42,126.03,142.74,162.15,163.78,174.36,159.97,123.40
600183 CH Equity,SHENGYI TECH C-A,9583996928.00,1850.00,Industrial,Shanghai,CHINA,CN,4.909090996,5.29,2.84,02/04/2020,03/03/2020,19.78,3.32,3.00,3.12,4.88,3.72,4.60,4.00,4.12,4.19,3.68,3.43,3.53
VTEB US Equity,VANGUARD TAX-EXM,9580845056.00,1851.00,Funds,NYSE Arca,UNITED STATES,US,0,55.41,44.00,03/19/2020,03/09/2020,4.76,53.40,53.54,54.39,54.85,51.95,52.38,53.79,54.07,54.81,54.47,54.33,54.06
PNDORA DC Equity,PANDORA A/S,9576773632.00,1852.00,"Consumer, Cyclical",Copenhagen,DENMARK,DK,3.210526228,96.37,26.45,03/16/2020,11/16/2020,129.98,39.16,43.52,51.69,44.09,30.66,35.20,49.81,56.06,63.46,72.50,76.12,79.80
9064 JP Equity,YAMATO HOLDINGS,9567923200.00,1853.00,Industrial,Tokyo,JAPAN,JP,3.615384579,27.40,11.69,03/17/2020,08/04/2020,49.16,17.43,17.18,17.01,15.97,15.65,17.56,21.82,21.92,26.68,26.24,26.16,25.03
ACS SM Equity,ACS,9566874624.00,1854.00,Industrial,Soc.Bol SIBE,SPAIN,ES,4.642857075,40.20,11.97,03/19/2020,12/17/2019,-20.74,38.32,39.98,32.69,29.95,18.56,25.02,26.55,25.38,23.59,24.49,21.86,25.62
5880 TT Equity,TAIWAN COOP FNCL,9556825088.00,1855.00,Financial,Taiwan,TAIWAN,TW,#N/A N/A,0.72,0.51,03/19/2020,08/11/2020,3.59,0.66,0.67,0.66,0.66,0.58,0.66,0.67,0.68,0.70,0.68,0.67,0.68
600176 CH Equity,CHINA JUSHI CO-A,9556505600.00,1856.00,Industrial,Shanghai,CHINA,CN,4.904761791,2.77,1.06,03/24/2020,11/16/2020,89.75,1.30,1.57,1.31,1.43,1.11,1.25,1.27,1.34,1.93,2.18,2.13,2.17
VTIP US Equity,VANG SH TERM TIP,9546686464.00,1857.00,Funds,NASDAQ GM,UNITED STATES,US,0,51.50,46.38,03/12/2020,08/31/2020,4.44,49.25,49.28,49.39,49.65,48.74,49.42,49.88,50.18,50.63,51.07,50.74,50.67
RE US Equity,EVEREST RE GROUP,9543802880.00,1858.00,Financial,New York,BERMUDA,BM,3.599999905,294.31,157.32,05/14/2020,02/11/2020,-10.04,268.81,276.84,279.59,258.16,181.24,165.01,193.77,203.89,220.96,217.87,196.93,207.00
CBOE US Equity,CBOE GLOBAL MARK,9532538880.00,1859.00,Financial,Cboe BZX,UNITED STATES,US,3.421052694,127.93,72.01,03/19/2020,02/06/2020,-25.55,119.28,120.00,123.86,118.18,88.18,94.01,105.08,96.46,86.33,90.07,88.59,83.37
VGSH US Equity,VANGUARD SHORT-T,9532533760.00,1860.00,Funds,NASDAQ GM,UNITED STATES,US,0,62.47,60.05,03/09/2020,03/23/2020,3.23,60.79,60.83,61.04,61.47,62.26,62.18,62.18,62.14,62.16,62.10,62.06,61.99
KN FP Equity,NATIXIS,9531451392.00,1861.00,Financial,EN Paris,FRANCE,FR,3.590909004,4.80,1.64,03/16/2020,02/12/2020,-36.86,4.18,4.44,4.26,4.01,2.81,2.37,2.29,2.64,2.44,2.75,2.22,2.39
PEN US Equity,PENUMBRA INC,9527343104.00,1862.00,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.714285851,277.00,121.80,03/23/2020,10/29/2020,51.43,174.11,164.27,177.98,172.27,153.61,170.62,176.03,185.27,229.48,212.99,190.40,248.17
900926 CH Equity,SHANG BAOSIGHT-B,9517441024.00,1863.00,Technology,Shanghai,CHINA,CN,4.5,4.24,1.71,12/03/2019,11/10/2020,106.66,1.72,1.91,1.93,2.27,2.01,2.25,2.37,2.29,2.62,3.38,3.52,3.87
TTC US Equity,TORO CO,9515141120.00,1864.00,"Consumer, Cyclical",New York,UNITED STATES,US,3.400000095,90.14,52.07,03/18/2020,11/09/2020,15.66,78.17,79.67,81.99,75.07,61.57,62.52,68.82,66.20,72.06,77.62,83.89,83.12
ICA SS Equity,ICA GRUPPEN AB,9510861824.00,1865.00,"Consumer, Non-cyclical",Stockholm,SWEDEN,SE,2.099999905,53.99,34.63,03/16/2020,10/13/2020,2.10,43.49,46.68,44.03,38.49,42.60,43.30,46.82,47.29,49.58,48.90,51.25,47.26
603233 CH Equity,DASHENLIN PHAR-A,9510152192.00,1866.00,"Consumer, Cyclical",Shanghai,CHINA,CN,4.846153736,15.06,5.72,12/25/2019,11/13/2020,101.61,5.97,6.25,6.82,6.64,7.21,7.75,9.58,10.76,10.77,12.64,12.14,13.96
ELET3 BZ Equity,ELETROBRAS,9508724736.00,1867.00,Utilities,B3 Day,BRAZIL,BR,4.777777672,10.14,2.89,03/23/2020,01/22/2020,-6.23,8.33,9.40,9.16,7.90,4.21,4.42,5.44,6.12,7.06,6.84,5.36,5.41
KOFUBL MM Equity,COCA-COLA FEMSA,9483288576.00,1868.00,"Consumer, Non-cyclical",BMV Mexico,MEXICO,MX,4.166666508,6.55,3.59,10/30/2020,02/12/2020,-13.03,5.74,6.07,6.11,5.60,3.77,3.93,4.32,4.40,4.04,4.28,4.03,3.74
BWA US Equity,BORGWARNER INC,9472653312.00,1869.00,"Consumer, Cyclical",New York,UNITED STATES,US,3.84210515,45.35,17.00,03/18/2020,12/18/2019,-11.68,42.47,43.38,34.38,32.33,22.66,27.16,33.26,34.24,36.93,41.58,39.54,35.60
SNA US Equity,SNAP-ON INC,9466403840.00,1870.00,Industrial,New York,UNITED STATES,US,3.400000095,178.66,90.72,03/23/2020,11/09/2020,9.53,157.83,169.40,161.82,148.71,104.26,124.05,130.01,134.12,143.62,151.33,145.12,163.81
CHILE CI Equity,BANCO DE CHILE,9454365696.00,1871.00,Financial,Sant. Comerc,CHILE,CL,3.727272749,0.12,0.07,03/24/2020,11/18/2019,-18.94,0.10,0.11,0.10,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08
6865 HK Equity,FLAT GLASS GRO-H,9453681664.00,1872.00,Industrial,Hong Kong,CHINA,CN,4.900000095,3.69,0.45,11/20/2019,10/09/2020,471.50,0.53,0.66,0.67,0.84,0.51,0.62,0.79,1.08,1.49,1.67,2.65,2.99
601018 CH Equity,NINGBO ZHOUSHA-A,9451081728.00,1873.00,"Consumer, Non-cyclical",Shanghai,CHINA,CN,3.666666746,0.64,0.42,02/04/2020,07/10/2020,16.84,0.51,0.55,0.47,0.49,0.47,0.47,0.48,0.51,0.61,0.55,0.55,0.54
RAA GR Equity,RATIONAL AG,9438198784.00,1874.00,"Consumer, Cyclical",Xetra,GERMANY,DE,1.857142806,848.62,409.19,03/18/2020,01/20/2020,2.51,759.74,804.04,750.91,687.57,506.05,480.18,543.14,549.68,608.60,643.84,816.28,756.98
NI US Equity,NISOURCE INC,9434684416.00,1875.00,Utilities,New York,UNITED STATES,US,4.571428776,30.46,19.56,03/16/2020,02/18/2020,-6.36,26.18,27.84,29.79,28.56,23.06,24.47,24.21,23.46,23.98,21.39,22.00,23.45
AC FP Equity,ACCOR SA,9422381056.00,1876.00,"Consumer, Cyclical",EN Paris,FRANCE,FR,3.375,47.49,21.73,05/14/2020,12/17/2019,-26.18,42.27,46.82,41.37,36.98,26.19,27.82,29.09,26.63,25.21,30.22,27.48,26.01
GCPL IN Equity,GODREJ CONSUMER,9415009280.00,1877.00,"Consumer, Non-cyclical",Natl India,INDIA,IN,3.948717833,10.88,5.57,03/23/2020,01/16/2020,-2.32,10.17,9.69,9.36,8.08,7.17,7.16,8.38,9.20,9.29,9.01,10.02,8.81
TLX GR Equity,TALANX AG,9413841920.00,1878.00,Financial,Xetra,GERMANY,DE,4.199999809,52.51,22.89,03/19/2020,02/18/2020,-23.91,47.00,49.54,49.79,45.41,31.70,35.73,35.28,37.42,36.96,37.23,32.49,30.56
7259 JP Equity,AISIN SEIKI CO,9409326080.00,1879.00,"Consumer, Cyclical",Tokyo,JAPAN,JP,3.625,39.47,20.24,03/23/2020,12/13/2019,-21.13,38.93,37.46,34.32,32.43,24.19,27.88,31.56,28.67,29.27,34.47,31.74,29.90
RCO FP Equity,REMY COINTREAU,9403336704.00,1880.00,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,2.130434752,192.19,88.38,03/16/2020,10/14/2020,26.10,125.70,122.79,110.48,105.65,110.34,111.86,121.09,136.97,160.73,162.54,182.75,168.72
RENT3 BZ Equity,LOCALIZA,9398724608.00,1881.00,"Consumer, Non-cyclical",B3 Day,BRAZIL,BR,4.058823586,13.21,3.99,03/18/2020,11/09/2020,69.15,10.05,11.79,12.84,11.11,4.50,6.23,6.97,7.95,9.46,9.44,10.13,10.57
RNR US Equity,RENAISSANCERE,9392744448.00,1882.00,Financial,New York,BERMUDA,BM,3.363636255,202.68,113.27,03/19/2020,02/12/2020,-4.81,187.43,196.02,191.58,181.67,146.50,140.92,164.91,175.12,182.90,183.97,170.13,163.40
AQN CN Equity,ALGONQUIN POWER,9391298560.00,1883.00,Utilities,Toronto,CANADA,CA,3.857142925,16.88,9.55,03/23/2020,03/05/2020,14.49,14.06,14.15,15.41,15.58,12.52,13.26,14.18,12.92,13.79,13.96,14.60,15.45
AMH US Equity,AMERICAN HOMES-A,9389852672.00,1884.00,Financial,New York,UNITED STATES,US,4.0625,32.04,17.50,03/23/2020,11/09/2020,9.06,26.36,26.21,27.65,27.38,21.83,23.25,26.33,27.94,28.71,28.65,29.33,28.38
300408 CH Equity,CHAOZHOU THREE-A,9377722368.00,1885.00,Industrial,Shenzhen,CHINA,CN,5,5.39,2.43,11/25/2019,11/09/2020,88.32,2.87,3.20,2.98,3.47,2.57,2.95,2.89,3.79,4.25,4.20,4.25,4.83
BSY US Equity,BENTLEY SYSTEM-B,9369508864.00,1886.00,Technology,NASDAQ GS,UNITED STATES,US,4,40.82,22.00,09/22/2020,10/20/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50,35.78
600061 CH Equity,SDIC CAPITAL-A,9361528832.00,1887.00,Financial,Shanghai,CHINA,CN,4.75,2.48,1.61,12/12/2019,07/10/2020,24.10,1.70,2.17,1.79,1.95,1.72,1.69,1.73,1.82,2.17,2.26,2.25,2.06
909 HK Equity,MING YUAN CLOUD,9359441920.00,1888.00,Technology,Hong Kong,CHINA,KY,4.599999905,5.29,3.23,09/25/2020,11/06/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.74,4.68
AGS BB Equity,AGEAS,9350507520.00,1889.00,Financial,EN Brussels,BELGIUM,BE,4.095238209,61.14,27.02,03/23/2020,12/13/2019,-17.33,59.78,59.08,55.47,46.24,36.22,36.10,35.89,35.47,38.68,42.15,40.78,40.47
9008 JP Equity,KEIO CORP,9345335296.00,1890.00,Industrial,Tokyo,JAPAN,JP,2.5,73.95,42.87,03/13/2020,11/16/2020,11.23,64.75,60.84,57.15,49.28,55.47,53.38,58.75,56.32,49.01,60.08,61.58,60.18
EFG US Equity,ISHARES MSCI EAF,9342864384.00,1891.00,Funds,Cboe BZX,UNITED STATES,US,0,97.07,60.13,03/16/2020,11/09/2020,14.90,84.10,86.47,85.83,80.30,68.27,74.62,82.40,83.58,88.04,90.31,90.75,87.14
TQQQ US Equity,PROSHARES UL QQQ,9339392000.00,1892.00,Funds,NASDAQ GM,UNITED STATES,US,0,175.67,32.27,03/23/2020,09/02/2020,94.06,75.24,86.55,97.94,87.51,41.73,63.51,83.79,101.14,123.83,169.74,137.03,117.49
SMG US Equity,SCOTTS MIRACLE,9332912128.00,1893.00,"Consumer, Cyclical",New York,UNITED STATES,US,3.857142925,179.97,76.50,03/23/2020,11/09/2020,72.47,100.44,106.18,123.86,114.85,100.75,125.09,143.09,133.49,158.09,170.08,150.48,155.34
SULAIMAN AB Equity,DR SULAIMAN AL H,9323005952.00,1894.00,"Consumer, Non-cyclical",Saudi Arabia,SAUDI ARABIA,SA,3.400000095,27.25,13.81,03/17/2020,11/16/2020,0.00,0.00,0.00,0.00,0.00,14.45,16.29,16.92,21.54,23.46,24.02,25.73,25.30
EIM IN Equity,EICHER MOTORS,9321151488.00,1895.00,"Consumer, Cyclical",Natl India,INDIA,IN,3.266666651,34.78,16.45,04/07/2020,11/14/2020,18.29,30.30,30.94,27.89,23.42,16.98,19.39,22.48,24.37,27.63,29.17,30.01,27.24
GET FP Equity,GETLINK SE,9300761600.00,1896.00,Industrial,EN Paris,FRANCE,FR,3.125,18.43,9.20,03/19/2020,02/19/2020,-7.12,16.69,17.39,17.75,16.28,11.58,12.78,14.37,14.56,15.34,15.11,13.74,13.79
002602 CH Equity,ZHEJIANG CENTU-A,9286711296.00,1897.00,Technology,Shenzhen,CHINA,CN,4.928571224,2.14,1.08,11/18/2019,07/09/2020,-0.88,1.17,1.37,1.38,1.60,1.45,1.64,1.59,1.81,1.75,1.67,1.40,1.15
GRISN SW Equity,GRISTON HLDG-REG,9283533824.00,1898.00,Basic Materials,OTC-X BEKB,SWITZERLAND,CH,0,2434.38,2066.32,12/02/2019,05/22/2020,-1.44,2066.32,2132.73,2121.93,2153.91,2118.64,2394.59,2288.57,2432.32,2295.47,2311.50,2285.59,2238.40
VOT US Equity,VANGUARD M/C GRW,9275837440.00,1899.00,Funds,NYSE Arca,UNITED STATES,US,0,202.29,106.07,03/23/2020,11/09/2020,28.47,154.11,158.78,162.29,154.69,120.94,142.59,162.55,166.30,178.84,186.35,182.53,180.79
FIVN US Equity,FIVE9 INC,9275688960.00,1900.00,Technology,NASDAQ GM,UNITED STATES,US,4.473684311,167.17,52.51,03/16/2020,11/05/2020,129.09,66.75,65.58,72.71,72.88,73.74,91.83,107.23,114.13,129.13,129.86,131.95,144.19
GLIBA US Equity,GCI LIBERTY - A,9253990400.00,1901.00,Communications,NASDAQ GS,UNITED STATES,US,5,90.52,26.51,03/16/2020,11/09/2020,23.95,70.25,70.85,74.73,71.13,53.43,61.95,69.07,73.29,80.03,81.54,83.58,79.27
BCVN SW Equity,BANQUE CANTO-REG,9251631104.00,1902.00,Financial,SIX-SW,SWITZERLAND,CH,2,111.12,68.44,03/19/2020,08/19/2020,31.46,77.21,81.79,83.53,85.84,81.54,88.81,97.16,96.34,106.07,106.00,101.44,97.79
GWRE US Equity,GUIDEWIRE SOFTWA,9251446784.00,1903.00,Technology,New York,UNITED STATES,US,3.714285612,124.16,71.64,04/03/2020,02/19/2020,-0.45,119.21,109.77,114.06,111.94,75.58,86.61,106.43,112.60,118.72,117.52,106.51,95.69
300888 CH Equity,WINNER MEDICAL-A,9238368256.00,1904.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.777777672,27.03,15.24,09/21/2020,10/15/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.86,22.99
9502 JP Equity,CHUBU ELEC POWER,9233870848.00,1905.00,Utilities,Tokyo,JAPAN,JP,4.142857075,14.53,11.15,10/30/2020,12/18/2019,-10.24,14.08,14.19,13.99,12.96,13.86,13.54,13.68,12.34,11.80,12.43,12.14,11.87
KENT TI Equity,KENT GIDA,9228402688.00,1906.00,"Consumer, Non-cyclical",Istanbul,TURKEY,TR,#N/A N/A,192.74,2.59,11/18/2019,09/28/2020,2528.54,2.92,3.91,4.33,4.74,3.70,5.26,10.32,10.90,41.08,76.81,47.49,34.16
090430 KS Equity,AMOREPACIFIC COR,9220081664.00,1907.00,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,3.882352829,207.16,114.00,03/17/2020,01/17/2020,9.40,162.28,173.01,160.25,139.78,127.71,144.59,135.59,135.28,134.37,142.53,140.99,139.68
TEMN SW Equity,TEMENOS AG-REG,9219582976.00,1908.00,Technology,SIX-SW,SWITZERLAND,CH,3.200000048,174.20,96.05,03/16/2020,02/17/2020,-21.83,149.03,158.61,163.91,144.60,124.74,130.77,152.61,156.14,151.22,160.87,129.41,105.60
WEED CN Equity,CANOPY GROWTH CO,9213279232.00,1909.00,"Consumer, Non-cyclical",Toronto,CANADA,CA,3.095238209,26.83,9.01,03/16/2020,11/09/2020,53.67,18.12,21.03,22.11,18.54,13.53,15.21,16.37,16.19,18.25,16.43,14.16,20.93
SCB TB Equity,SIAM COMM BK PCL,9203896320.00,1910.00,Financial,Bangkok,THAILAND,TH,3.777777672,4.12,1.77,03/23/2020,12/19/2019,-22.84,3.96,4.10,3.12,2.72,2.05,2.11,2.36,2.35,2.13,2.30,2.05,2.08
HSIC US Equity,HENRY SCHEIN INC,9201923072.00,1911.00,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.470588207,73.99,41.85,03/23/2020,02/19/2020,-8.63,69.08,66.72,69.62,62.92,48.57,52.15,61.13,58.86,70.90,65.16,57.92,62.22
1128 HK Equity,WYNN MACAU LTD,9197970432.00,1912.00,"Consumer, Cyclical",Hong Kong,MACAU,KY,3.652173996,2.68,1.29,03/19/2020,01/20/2020,-20.95,2.21,2.46,2.16,2.01,1.51,1.75,1.74,1.72,1.74,1.91,1.59,1.40
MHK US Equity,MOHAWK INDS,9193165824.00,1913.00,"Consumer, Cyclical",New York,UNITED STATES,US,3.235294104,144.37,56.62,03/23/2020,01/24/2020,-8.47,137.65,136.38,133.17,120.86,66.92,83.38,93.09,97.51,79.45,91.93,98.40,114.69
APA AU Equity,APA GROUP,9186534400.00,1914.00,Energy,ASE,AUSTRALIA,AU,3.333333254,8.33,4.83,03/17/2020,06/19/2020,2.37,7.69,7.79,7.64,7.04,6.40,6.87,7.81,7.68,7.96,7.64,7.47,7.58
002049 CH Equity,UNIGROUP GUOXI-A,9185012736.00,1915.00,Technology,Shenzhen,CHINA,CN,4.692307472,23.08,6.04,11/25/2019,08/07/2020,129.68,6.42,7.30,7.16,8.62,7.04,8.72,10.19,11.32,19.99,18.78,17.49,15.42
4922 JP Equity,KOSE CORP,9182275584.00,1916.00,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.142857075,173.79,99.63,08/03/2020,11/10/2020,-13.18,161.68,147.26,129.93,123.79,118.98,118.28,130.60,120.65,102.74,115.26,121.74,128.76
MMP US Equity,MAGELLAN MIDSTRE,9180687360.00,1917.00,Energy,New York,UNITED STATES,US,4.727272511,65.34,22.02,03/18/2020,01/14/2020,-21.90,58.75,62.87,59.87,56.74,34.76,41.21,44.53,42.90,40.54,38.11,33.63,35.83
9962 JP Equity,MISUMI GROUP INC,9165420544.00,1918.00,Industrial,Tokyo,JAPAN,JP,3.75,33.48,16.78,03/17/2020,11/10/2020,20.17,25.11,25.05,25.66,21.64,21.04,23.92,26.82,24.87,24.09,25.90,27.81,30.38
6920 JP Equity,LASERTEC CORP,9154282496.00,1919.00,Technology,Tokyo,JAPAN,JP,4.166666508,109.91,36.27,03/13/2020,07/10/2020,135.58,43.93,51.17,50.70,48.90,44.83,66.77,85.15,96.82,88.04,74.70,81.57,85.26
CDR PW Equity,CD PROJEKT SA,9136902144.00,1920.00,Technology,Warsaw,POLAND,PL,3.478260756,124.25,52.43,03/12/2020,08/27/2020,38.61,66.50,73.68,75.47,73.45,67.10,86.01,100.37,101.40,110.98,119.86,100.28,86.43
300450 CH Equity,WUXI LEAD INTE-A,9136751616.00,1921.00,Industrial,Shenzhen,CHINA,CN,4.571428776,10.85,4.90,11/18/2019,11/13/2020,86.27,5.37,6.45,5.87,7.80,5.40,5.38,6.06,6.42,6.40,6.66,7.13,9.86
3769 JP Equity,GMO PAYMENT GATE,9133322240.00,1922.00,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.571428537,142.23,52.39,03/13/2020,11/09/2020,78.39,72.54,68.84,64.88,65.70,69.11,90.28,113.78,105.38,107.74,106.49,106.49,120.27
SJR/B CN Equity,SHAW COMM-B,9124766720.00,1923.00,Communications,Toronto,CANADA,CA,4.333333492,20.83,12.26,03/17/2020,11/29/2019,-11.75,20.46,20.29,19.45,17.97,15.45,15.92,17.04,16.30,18.28,18.76,18.28,16.47
AM FP Equity,DASSAULT AVIATIO,9124720640.00,1924.00,Industrial,EN Paris,FRANCE,FR,4.666666508,1411.30,681.80,03/16/2020,11/27/2019,-27.01,1322.35,1312.04,1220.91,1064.34,793.70,818.61,869.81,921.40,858.85,914.14,857.38,840.70
TRYG DC Equity,TRYG A/S,9118941184.00,1925.00,Financial,Copenhagen,DENMARK,DK,3.166666746,33.03,21.39,03/23/2020,01/22/2020,3.62,28.76,29.66,30.07,28.20,24.45,26.51,28.03,28.54,29.90,30.57,32.09,27.83
CIMB MK Equity,CIMB GROUP HOLDI,9114951680.00,1926.00,Financial,Bursa Malays,MALAYSIA,MY,2.818181753,1.30,0.70,11/02/2020,12/20/2019,-30.09,1.24,1.26,1.18,1.09,0.81,0.80,0.84,0.84,0.82,0.77,0.74,0.70
9688 HK Equity,ZAI LAB LTD,9112055808.00,1927.00,"Consumer, Non-cyclical",Hong Kong,CHINA,KY,5,105.26,77.68,09/28/2020,11/16/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.71,82.32
AOS US Equity,SMITH (A.O.)CORP,9106782208.00,1928.00,Industrial,New York,UNITED STATES,US,3.571428537,58.05,33.81,03/23/2020,10/12/2020,19.71,47.33,47.64,42.28,41.00,35.61,41.65,47.32,46.30,48.37,49.33,53.59,52.85
ATW MC Equity,ATTIJARIWAFA,9092316160.00,1929.00,Financial,Casablanca,MOROCCO,MA,3.799999952,53.38,31.81,05/13/2020,02/03/2020,-18.24,50.31,52.16,51.40,52.04,36.19,35.96,35.45,36.84,39.05,40.60,38.61,40.65
TMV GR Equity,TEAMVIEWER AG,9091074048.00,1930.00,Technology,Xetra,GERMANY,DE,4.818181992,62.19,24.88,03/16/2020,07/09/2020,50.99,28.74,35.75,35.17,41.93,40.23,43.23,50.95,55.10,55.42,54.26,49.51,43.08
GFI SJ Equity,GOLD FIELDS LTD,9078364160.00,1931.00,Basic Materials,Johannesburg,SOUTH AFRICA,ZA,3.636363745,15.07,3.83,03/16/2020,08/05/2020,84.83,5.33,6.85,6.49,6.15,4.84,7.53,7.79,9.28,12.89,12.66,12.36,11.36
ELISA FH Equity,ELISA OYJ,9074948096.00,1932.00,Communications,Helsinki,FINLAND,FI,2.692307711,64.68,45.52,03/16/2020,04/02/2020,-4.22,52.47,55.23,60.27,59.39,61.60,60.92,62.71,61.77,60.23,59.42,57.40,50.07
000157 CH Equity,ZOOMLION HEAVY-A,9056573440.00,1933.00,Industrial,Shenzhen,CHINA,CN,4.771428585,1.33,0.74,03/19/2020,07/20/2020,32.56,0.85,0.96,0.81,0.97,0.79,0.91,0.92,0.98,1.21,1.26,1.19,1.08
9021 JP Equity,WEST JAPAN RAILW,9054993408.00,1934.00,Industrial,Tokyo,JAPAN,JP,3.153846264,91.49,41.57,08/03/2020,11/26/2019,-47.41,88.73,86.89,81.96,71.41,67.20,58.25,63.36,55.60,42.06,51.85,49.18,44.24
WSO US Equity,WATSCO INC,9053014016.00,1935.00,"Consumer, Cyclical",New York,UNITED STATES,US,2.799999952,249.30,132.97,03/25/2020,09/02/2020,36.59,176.25,180.15,175.30,164.30,157.97,159.53,175.07,177.97,237.45,247.53,232.08,228.93
7276 JP Equity,KOITO MFG CO,9048555520.00,1936.00,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.166666508,58.20,23.05,03/19/2020,11/13/2020,18.61,52.27,46.94,44.35,38.05,33.85,36.38,41.50,39.61,40.01,49.24,50.69,50.64
CREDITC1 PE Equity,BANCO DE CREDI-C,9044423680.00,1937.00,Financial,Lima,PERU,PE,#N/A N/A,1.56,0.97,11/06/2020,01/22/2020,-21.95,1.41,1.50,1.46,1.39,1.28,1.28,1.19,1.23,1.11,1.13,1.14,1.02
4324 JP Equity,DENTSU GROUP INC,9043106816.00,1938.00,Communications,Tokyo,JAPAN,JP,3,38.60,16.57,04/06/2020,12/13/2019,-16.71,37.10,34.74,33.40,26.39,18.90,20.31,27.12,23.66,22.92,26.20,29.32,28.99
6110 HK Equity,TOPSPORTS INTERN,9039099904.00,1939.00,"Consumer, Cyclical",Hong Kong,CHINA,KY,4.86206913,1.57,0.81,03/19/2020,06/05/2020,23.98,1.13,1.21,1.22,1.16,1.00,1.26,1.46,1.28,1.20,1.26,1.38,1.37
GPS US Equity,GAP INC/THE,9023051776.00,1940.00,"Consumer, Cyclical",New York,UNITED STATES,US,3.173913002,25.41,5.26,04/02/2020,11/09/2020,47.37,16.19,17.68,17.45,14.03,5.89,7.83,9.89,12.47,13.11,17.77,17.87,20.83
HLBK MK Equity,HONG LEONG BANK,9010590720.00,1941.00,Financial,Bursa Malays,MALAYSIA,MY,4.388888836,4.50,2.64,03/19/2020,12/19/2019,2.09,4.06,4.23,3.86,3.57,3.03,3.09,3.18,3.31,3.39,3.54,3.61,3.56
002032 CH Equity,ZHEJIANG SUPOR-A,9004320768.00,1942.00,"Consumer, Cyclical",Shenzhen,CHINA,CN,4.320000172,12.65,8.84,03/23/2020,07/24/2020,-1.09,10.21,11.03,9.05,10.52,9.78,9.33,9.53,10.20,12.15,12.09,11.63,10.44
ATO FP Equity,ATOS SE,8998662144.00,1943.00,Technology,EN Paris,FRANCE,FR,4.473684311,91.07,46.22,03/19/2020,02/07/2020,-3.72,83.59,83.34,83.67,74.30,65.97,71.49,74.59,86.08,86.07,87.67,80.57,68.37
ROCKB DC Equity,ROCKWOOL INTL-B,8997203968.00,1944.00,Industrial,Copenhagen,DENMARK,DK,2.846153736,468.18,141.55,03/23/2020,11/09/2020,87.55,226.79,236.95,233.52,233.67,175.45,205.76,280.04,274.19,336.07,376.75,391.62,398.51
9503 JP Equity,KANSAI ELEC PWR,8995177472.00,1945.00,Utilities,Tokyo,JAPAN,JP,3.857142925,11.94,8.75,03/13/2020,02/06/2020,-15.08,11.47,11.64,11.55,10.76,10.70,10.02,10.24,9.82,9.49,9.95,9.66,9.19
4967 JP Equity,KOBAYASHI PHARM,8990593024.00,1946.00,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3,109.72,67.06,03/13/2020,11/16/2020,33.16,82.91,85.32,78.68,74.52,90.87,94.49,87.93,86.86,88.51,90.27,96.35,99.76
GALP PL Equity,GALP ENERGIA,8990479360.00,1947.00,Energy,EN Lisbon,PORTUGAL,PT,4.360000134,17.86,7.64,10/29/2020,01/06/2020,-40.04,16.23,16.71,14.75,14.15,11.15,11.55,12.48,11.59,10.72,10.70,9.15,8.48
603799 CH Equity,ZHEJIANG HUAYO-A,8988888064.00,1948.00,Basic Materials,Shanghai,CHINA,CN,4.800000191,8.40,3.85,11/18/2019,02/13/2020,86.33,4.21,5.66,6.05,5.51,4.38,4.88,4.69,5.70,6.20,5.96,5.11,6.20
8951 JP Equity,NIPPON BUILDING,8982185984.00,1949.00,Financial,Tokyo,JAPAN,JP,2.538461447,8276.45,4985.67,10/29/2020,02/21/2020,-28.63,7529.35,7317.07,8015.09,7563.10,6443.78,6031.09,6237.22,5771.74,5580.17,5885.68,5646.61,5102.53
